[id][cost,state,father_id,action,depth,h,value]
[5918][121,(45, 47),5915,E,96,106,227]
[5922][122,(46, 47),5918,S,97,105,227]
[5932][125,(46, 48),5922,E,98,104,229]
[6891][126,(46, 49),5932,E,99,103,229]
[6895][127,(46, 50),6891,E,100,102,229]
[6899][128,(46, 51),6895,E,101,101,229]
[6903][130,(47, 51),6899,S,102,100,230]
[7382][132,(48, 51),6903,S,103,99,231]
[7856][133,(48, 52),7382,E,104,98,231]
[7860][134,(48, 53),7856,E,105,97,231]
[7864][135,(48, 54),7860,E,106,96,231]
[7868][136,(48, 55),7864,E,107,95,231]
[7871][139,(48, 56),7868,E,108,94,233]
[8843][140,(49, 56),7871,S,109,93,233]
[8859][141,(49, 57),8843,E,110,92,233]
[8863][142,(49, 58),8859,E,111,91,233]
[8867][143,(49, 59),8863,E,112,90,233]
[8871][145,(49, 60),8867,E,113,89,234]
[9456][146,(49, 61),8871,E,114,88,234]
[9460][147,(49, 62),9456,E,115,87,234]
[9464][148,(49, 63),9460,E,116,86,234]
[9468][149,(50, 63),9464,S,117,85,234]
[9504][150,(51, 63),9468,S,118,84,234]
[9533][151,(52, 63),9504,S,119,83,234]
[9559][152,(53, 63),9533,S,120,82,234]
[9576][153,(53, 64),9559,E,121,81,234]
[9579][154,(54, 64),9576,S,122,80,234]
[9586][155,(55, 64),9579,S,123,79,234]
[9593][158,(56, 64),9586,S,124,78,236]
[10758][159,(57, 64),9593,S,125,77,236]
[10771][160,(57, 65),10758,E,126,76,236]
[10774][161,(57, 66),10771,E,127,75,236]
[10778][162,(58, 66),10774,S,128,74,236]
[10805][163,(59, 66),10778,S,129,73,236]
[10819][165,(60, 66),10805,S,130,72,237]
[11588][166,(60, 67),10819,E,131,71,237]
[11591][168,(61, 67),11588,S,132,70,238]
[12414][170,(62, 67),11591,S,133,69,239]
[13136][171,(63, 67),12414,S,134,68,239]
[13169][172,(64, 67),13136,S,135,67,239]
[13194][173,(64, 68),13169,E,136,66,239]
[13198][174,(65, 68),13194,S,137,65,239]
[13209][176,(66, 68),13198,S,138,64,240]
[14011][177,(66, 69),13209,E,139,63,240]
[14014][178,(66, 70),14011,E,140,62,240]
[14017][179,(66, 71),14014,E,141,61,240]
[14021][180,(66, 72),14017,E,142,60,240]
[14026][181,(67, 72),14021,S,143,59,240]
[14060][182,(67, 73),14026,E,144,58,240]
[14064][183,(68, 73),14060,S,145,57,240]
[14095][184,(68, 74),14064,E,146,56,240]
[14098][185,(68, 75),14095,E,147,55,240]
[14101][186,(68, 76),14098,E,148,54,240]
[14104][187,(68, 77),14101,E,149,53,240]
[14107][188,(68, 78),14104,E,150,52,240]
[14112][189,(69, 78),14107,S,151,51,240]
[14139][190,(70, 78),14112,S,152,50,240]
[14184][191,(70, 79),14139,E,153,49,240]
[14189][192,(71, 79),14184,S,154,48,240]
[14212][193,(71, 80),14189,E,155,47,240]
[14216][194,(72, 80),14212,S,156,46,240]
[14263][195,(72, 81),14216,E,157,45,240]
[14267][196,(72, 82),14263,E,158,44,240]
[14271][198,(73, 82),14267,S,159,43,241]
[14983][199,(73, 83),14271,E,160,42,241]
[14987][200,(73, 84),14983,E,161,41,241]
[14990][203,(74, 84),14987,S,162,40,243]
[16726][204,(74, 85),14990,E,163,39,243]
[16730][205,(75, 85),16726,S,164,38,243]
[16766][206,(76, 85),16730,S,165,37,243]
[16809][208,(77, 85),16766,S,166,36,244]
[17540][209,(78, 85),16809,S,167,35,244]
[17577][210,(79, 85),17540,S,168,34,244]
[17611][211,(80, 85),17577,S,169,33,244]
[17640][213,(81, 85),17611,S,170,32,245]
[18340][214,(82, 85),17640,S,171,31,245]
[18378][217,(83, 85),18340,S,172,30,247]
[20036][218,(84, 85),18378,S,173,29,247]
[20077][219,(85, 85),20036,S,174,28,247]
[20093][222,(85, 86),20077,E,175,27,249]
[21930][224,(86, 86),20093,S,176,26,250]
[23154][225,(87, 86),21930,S,177,25,250]
[23195][226,(87, 87),23154,E,178,24,250]
[23200][227,(88, 87),23195,S,179,23,250]
[23242][230,(88, 88),23200,E,180,22,252]
[25124][231,(89, 88),23242,S,181,21,252]
[25158][233,(89, 89),25124,E,182,20,253]
[25887][234,(89, 90),25158,E,183,19,253]
[25890][235,(89, 91),25887,E,184,18,253]
[25894][236,(89, 92),25890,E,185,17,253]
[25898][237,(89, 93),25894,E,186,16,253]
[25900][238,(89, 94),25898,E,187,15,253]
[25904][239,(90, 94),25900,S,188,14,253]
[25931][240,(90, 95),25904,E,189,13,253]
[25936][241,(91, 95),25931,S,190,12,253]
[25962][243,(92, 95),25936,S,191,11,254]
[26703][244,(93, 95),25962,S,192,10,254]
[26734][245,(93, 96),26703,E,193,9,254]
[26739][246,(94, 96),26734,S,194,8,254]
[26778][247,(95, 96),26739,S,195,7,254]
[26803][248,(96, 96),26778,S,196,6,254]
[26819][249,(97, 96),26803,S,197,5,254]
[26839][250,(97, 97),26819,E,198,4,254]
[26842][251,(98, 97),26839,S,199,3,254]
[26872][252,(99, 97),26842,S,200,2,254]
[26887][253,(99, 98),26872,E,201,1,254]
[26889][257,(99, 99),26887,E,202,0,257]
