[id][cost,state,father_id,action,depth,h,value]
[31411][361,(84, 93),31326,S,177,21,177]
[31491][362,(85, 93),31411,S,178,20,178]
[31559][363,(85, 94),31491,E,179,19,179]
[31617][365,(86, 94),31559,S,180,18,180]
[31678][366,(86, 95),31617,E,181,17,181]
[31737][367,(87, 95),31678,S,182,16,182]
[31789][368,(87, 96),31737,E,183,15,183]
[31836][369,(88, 96),31789,S,184,14,184]
[31889][372,(89, 96),31836,S,185,13,185]
[31942][376,(90, 96),31889,S,186,12,186]
[31993][379,(91, 96),31942,S,187,11,187]
[32031][380,(91, 97),31993,E,188,10,188]
[32063][383,(92, 97),32031,S,189,9,189]
[32097][384,(93, 97),32063,S,190,8,190]
[32127][388,(94, 97),32097,S,191,7,191]
[32154][389,(95, 97),32127,S,192,6,192]
[32176][392,(96, 97),32154,S,193,5,193]
[32190][396,(96, 98),32176,E,194,4,194]
[32202][397,(97, 98),32190,S,195,3,195]
[32215][399,(97, 99),32202,E,196,2,196]
[32223][400,(98, 99),32215,S,197,1,197]
[32232][404,(99, 99),32223,S,198,0,198]
